"Signal","Type","DataType","Deprecated","Unit","Min","Max","Desc","Comment","Allowed","Default","Id"
"Vehicle.ADAS.IsAutoPowerOptimize","actuator","boolean","","","","","Auto Power Optimization Flag When set to 'true', the system enables automatic power optimization, dynamically adjusting the power optimization level based on runtime conditions or features managed by the OEM. When set to 'false', manual control of the power optimization level is allowed.","","","","42553349ce4357a3900b80771c8481b1"
"Vehicle.Chassis","branch","","","","","","All data concerning steering, suspension, wheels, and brakes.","","","","87d260d635425da0a4ebd62bc4e5c313"
"Vehicle.Chassis.Wheelbase","attribute","uint16","","mm","","","Overall wheelbase, in mm.","","","0","11677e0433935dc7aa9c1806c96a8a6b"
"Vehicle.Chassis.Axle","branch","","","","","","Axle signals","","","","0a3ebde7efa85c04ac6c29b5676fec5d"
"Vehicle.Chassis.Axle.Row1","branch","","","","","","Axle signals","","","","d7e93a94af0752aaab36819f6be4f67a"
"Vehicle.Chassis.Axle.Row1.TreadWidth","attribute","uint16","","mm","","","The lateral distance between the centerlines of the base tires at ground, including camber angle. If there are dual rear wheels, measure from the midway points between the inner and outer tires.","Corresponds to SAE J1100-2009 W101.","","","0851716e0b635392b6bb64cb478e82b0"
"Vehicle.Chassis.Axle.Row1.TrackWidth","attribute","uint16","","mm","","","The lateral distance between the centers of the wheels, measured along the spindle, or axle axis. If there are dual rear wheels, measure from the midway points between the inner and outer tires.","Corresponds to SAE J1100-2009 W102.","","","d854bb9c72615e2896c1ed084db515fa"
"Vehicle.Chassis.Axle.Row1.AxleWidth","attribute","uint16","","mm","","","The lateral distance between the wheel mounting faces, measured along the spindle axis.","Corresponds to SAE J1100-2009 W113.","","","4458487c2a4e51efa3762349188ce2a1"
"Vehicle.Chassis.Axle.Row1.WheelCount","attribute","uint8","","","","","Number of wheels on the axle","","","","7232effafb7d5c908a9bafe1cef2ff3e"
"Vehicle.Chassis.Axle.Row1.WheelDiameter","attribute","float","","inch","","","Diameter of wheels (rims without tires), in inches, as per ETRTO / TRA standard.","","","","60d4b948ae8a5485bd77c45e1f648c13"
"Vehicle.Chassis.Axle.Row1.WheelWidth","attribute","float","","inch","","","Width of wheels (rims without tires), in inches, as per ETRTO / TRA standard.","","","","5b92bdab1e035ff4ba000330e20f826b"
"Vehicle.Chassis.Axle.Row1.SteeringAngle","sensor","float","","degrees","","","Single track two-axle model steering angle. Angle according to ISO 8855. Positive = degrees to the left. Negative = degrees to the right.","Single track two-axle model steering angle refers to the angle that a centrally mounted wheel would have.","","","91310e9ef88450c68791fbb07d83f104"
"Vehicle.Chassis.Axle.Row1.TireDiameter","attribute","float","","inch","","","Outer diameter of tires, in inches, as per ETRTO / TRA standard.","","","","ed9f037c1b5d53c78c90b71179db1f4f"
"Vehicle.Chassis.Axle.Row1.TireWidth","attribute","uint16","","mm","","","Nominal section width of tires, in mm, as per ETRTO / TRA standard.","","","","3444d8773c215cd7a076d688eb7f1afc"
"Vehicle.Chassis.Axle.Row1.TireAspectRatio","attribute","uint8","","percent","","","Aspect ratio between tire section height and tire section width, as per ETRTO / TRA standard.","","","","716fec24167e5c36b2b97daaf091f911"
"Vehicle.Chassis.Axle.Row1.Wheel","branch","","","","","","Wheel signals for axle","","","","8ed02c02eee0502ba6d94a5d5f1fb789"
"Vehicle.Chassis.Axle.Row1.Wheel.Left","branch","","","","","","Wheel signals for axle","","","","0cd478c6e72b55c6be6d3d9df9624545"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake","branch","","","","","","Brake signals for wheel","","","","162dab13d5815ec4bc22888b0bc59cbf"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake.FluidLevel","sensor","uint8","","percent","","100","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","","63aa9c4973ef50b18bd7214c9f2634c5"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake.IsFluidLevelLow","sensor","boolean","","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","","713da56818e55714ac441e10870b3753"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake.PadWear","sensor","uint8","","percent","","100","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","","b4ed36f8143d512fadaca3e641739ee2"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake.IsBrakesWorn","sensor","boolean","","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","","901771088eb35dec9e69b56a8cb3e8f5"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire","branch","","","","","","Tire signals for wheel.","","","","17c60ec3c02054b4951c975156375d9a"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.Pressure","sensor","uint16","","kPa","","","Tire pressure in kilo-Pascal.","","","","9fa3f176fd975d28a68f70c7d72e370f"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.IsPressureLow","sensor","boolean","","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","","4088315cfaa05c28b51c3d3462c65339"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.Temperature","sensor","float","","celsius","","","Tire temperature in Celsius.","","","","093d8fb119755f6bafa979e4eae201a0"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Speed","sensor","float","","km/h","","","Rotational speed of a vehicle's wheel.","","","","47897f20b2745b6aa2d0f76f1ecf824a"
"Vehicle.Chassis.Axle.Row1.Wheel.Right","branch","","","","","","Wheel signals for axle","","","","c7ae1f1787ec502d8aea41802dc9a203"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake","branch","","","","","","Brake signals for wheel","","","","f334a45b92215f86b4ecadbd82c8b249"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake.FluidLevel","sensor","uint8","","percent","","100","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","","386bfddee4605e419d59755a51835650"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake.IsFluidLevelLow","sensor","boolean","","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","","bb2057bc31c25beda1da0610ca62bd51"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake.PadWear","sensor","uint8","","percent","","100","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","","f3c53c8c5628527a8501e12778dae6c7"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake.IsBrakesWorn","sensor","boolean","","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","","4c669b71c91e57dd8fd804ee68174b9c"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire","branch","","","","","","Tire signals for wheel.","","","","660f90ae8f14594cb6e97d000c1985a1"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.Pressure","sensor","uint16","","kPa","","","Tire pressure in kilo-Pascal.","","","","ea8038b63e6650ffb1a20539e915064a"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.IsPressureLow","sensor","boolean","","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","","93fa1125894e53259af5b7e1d991c8da"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.Temperature","sensor","float","","celsius","","","Tire temperature in Celsius.","","","","58d4cee188d353d7996e855d48bb92df"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Speed","sensor","float","","km/h","","","Rotational speed of a vehicle's wheel.","","","","c288d064d56e53bfb94cef8670872587"
"Vehicle.Chassis.Axle.Row2","branch","","","","","","Axle signals","","","","8ef77768446659b6b5020a06c7b23c8b"
"Vehicle.Chassis.Axle.Row2.TreadWidth","attribute","uint16","","mm","","","The lateral distance between the centerlines of the base tires at ground, including camber angle. If there are dual rear wheels, measure from the midway points between the inner and outer tires.","Corresponds to SAE J1100-2009 W101.","","","bdfd2fb7c3b25091a48f873462466f84"
"Vehicle.Chassis.Axle.Row2.TrackWidth","attribute","uint16","","mm","","","The lateral distance between the centers of the wheels, measured along the spindle, or axle axis. If there are dual rear wheels, measure from the midway points between the inner and outer tires.","Corresponds to SAE J1100-2009 W102.","","","b6c5ba52f1985f179c9346edbabe2f9b"
"Vehicle.Chassis.Axle.Row2.AxleWidth","attribute","uint16","","mm","","","The lateral distance between the wheel mounting faces, measured along the spindle axis.","Corresponds to SAE J1100-2009 W113.","","","99860d78f2b25ae0b420660b76f933f0"
"Vehicle.Chassis.Axle.Row2.WheelCount","attribute","uint8","","","","","Number of wheels on the axle","","","","ac6fe103410153d382306426d14213ab"
"Vehicle.Chassis.Axle.Row2.WheelDiameter","attribute","float","","inch","","","Diameter of wheels (rims without tires), in inches, as per ETRTO / TRA standard.","","","","af27b1d18a5455e593692a9929909bb9"
"Vehicle.Chassis.Axle.Row2.WheelWidth","attribute","float","","inch","","","Width of wheels (rims without tires), in inches, as per ETRTO / TRA standard.","","","","889d279053c051979ebbe301bacac206"
"Vehicle.Chassis.Axle.Row2.SteeringAngle","sensor","float","","degrees","","","Single track two-axle model steering angle. Angle according to ISO 8855. Positive = degrees to the left. Negative = degrees to the right.","Single track two-axle model steering angle refers to the angle that a centrally mounted wheel would have.","","","bf1960525e725d2ca145ce12ba939ea3"
"Vehicle.Chassis.Axle.Row2.TireDiameter","attribute","float","","inch","","","Outer diameter of tires, in inches, as per ETRTO / TRA standard.","","","","4dc46ee7fe0a5240a6eb67f9bf43a1ea"
"Vehicle.Chassis.Axle.Row2.TireWidth","attribute","uint16","","mm","","","Nominal section width of tires, in mm, as per ETRTO / TRA standard.","","","","76a9071697b25fb8ab42393dfb77f0ef"
"Vehicle.Chassis.Axle.Row2.TireAspectRatio","attribute","uint8","","percent","","","Aspect ratio between tire section height and tire section width, as per ETRTO / TRA standard.","","","","9b4515273bf1554dab746212db05d352"
"Vehicle.Chassis.Axle.Row2.Wheel","branch","","","","","","Wheel signals for axle","","","","87b119ed6de254159877b24047fd3026"
"Vehicle.Chassis.Axle.Row2.Wheel.Left","branch","","","","","","Wheel signals for axle","","","","4c32a1c722a45ea09a52c389e8a8a618"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake","branch","","","","","","Brake signals for wheel","","","","774d0a5771d35975872870cf71ea1487"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake.FluidLevel","sensor","uint8","","percent","","100","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","","4b0d4f80b8855973a55ffee80fdfc4ba"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake.IsFluidLevelLow","sensor","boolean","","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","","01f57161b0bf539fad1d2bfa9d9a9fc4"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake.PadWear","sensor","uint8","","percent","","100","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","","8eff72d583015e1e94eab98bf8f0497e"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake.IsBrakesWorn","sensor","boolean","","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","","3d9bae5bf0705de99789ecea26b99a5c"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire","branch","","","","","","Tire signals for wheel.","","","","edfee87117dc5a6f9d970167f26ec090"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.Pressure","sensor","uint16","","kPa","","","Tire pressure in kilo-Pascal.","","","","ea414012c36e54fc84ec1d421f370ddd"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.IsPressureLow","sensor","boolean","","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","","d895b1e23a4f59ec92735fc317e44769"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.Temperature","sensor","float","","celsius","","","Tire temperature in Celsius.","","","","06ab6b3fe7bb5f7c9e2e104ee0e7cfd5"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Speed","sensor","float","","km/h","","","Rotational speed of a vehicle's wheel.","","","","427abdd04fc355769697d998a47d3f58"
"Vehicle.Chassis.Axle.Row2.Wheel.Right","branch","","","","","","Wheel signals for axle","","","","f59f6ce66b1454498f5dc71be581732a"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake","branch","","","","","","Brake signals for wheel","","","","5c33ec4bd8a15d3590f59e7257bf4d25"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake.FluidLevel","sensor","uint8","","percent","","100","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","","83e5e261302d5ab38c9ee4dddc18c8ae"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake.IsFluidLevelLow","sensor","boolean","","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","","727823c7e0d551f48f26a5dd4f0578bd"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake.PadWear","sensor","uint8","","percent","","100","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","","63a564bca18a5b1fabd7d3cff1af0e6d"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake.IsBrakesWorn","sensor","boolean","","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","","9b5963e98a9c5b229a61df76ef5c86e0"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire","branch","","","","","","Tire signals for wheel.","","","","d855fe9ffb4e52be83ebfc7967c1c3ee"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.Pressure","sensor","uint16","","kPa","","","Tire pressure in kilo-Pascal.","","","","0cd3dd4be36c5fcda49d6360556ba7c8"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.IsPressureLow","sensor","boolean","","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","","da2f63312a455d92abd5edc405f01903"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.Temperature","sensor","float","","celsius","","","Tire temperature in Celsius.","","","","7c08b5778bc05265bb8d4e08fdca29cf"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Speed","sensor","float","","km/h","","","Rotational speed of a vehicle's wheel.","","","","85b41a82f4775fcea57dcc6218fb6d7b"
"Vehicle.Chassis.AxleCount","attribute","uint8","","","","","Number of axles on the vehicle","","","2","86d084c9148d5f22b5402a030413ed79"
"Vehicle.Chassis.ParkingBrake","branch","","","","","","Parking brake signals","","","","3849d42292f4551590fa4bf716fc90f7"
"Vehicle.Chassis.ParkingBrake.IsEngaged","actuator","boolean","","","","","Parking brake status. True = Parking Brake is Engaged. False = Parking Brake is not Engaged.","","","","faa7f94e6a5555c6b2d62e3328520ce0"
"Vehicle.Chassis.ParkingBrake.IsAutoApplyEnabled","actuator","boolean","","","","","Indicates if parking brake will be automatically engaged when the vehicle engine is turned off.","","","","26c694c9a1c75b699cc8c1dd2986ab90"
"Vehicle.Chassis.SteeringWheel","branch","","","","","","Steering wheel signals","","","","8c759072791e5986ac4efe9df0c2b751"
"Vehicle.Chassis.SteeringWheel.Angle","sensor","int16","","degrees","","","Steering wheel angle. Positive = degrees to the left. Negative = degrees to the right.","","","","92cd3b3d37585b2291806fe5127d9393"
"Vehicle.Chassis.SteeringWheel.Tilt","actuator","uint8","","percent","0","100","Steering wheel column tilt. 0 = Lowest position. 100 = Highest position.","","","","33e979769f91521d8080384447d06c00"
"Vehicle.Chassis.SteeringWheel.Extension","actuator","uint8","","percent","0","100","Steering wheel column extension from dashboard. 0 = Closest to dashboard. 100 = Furthest from dashboard.","","","","6a84cc3604fc5960a1fb384fe63fae72"
"Vehicle.Chassis.SteeringWheel.HeatingCooling","actuator","int8","","percent","-100","100","Heating or Cooling requsted for the Item. -100 = Maximum cooling, 0 = Heating/cooling deactivated, 100 = Maximum heating.","","","","74e1f4888a9a5dc6b3bbdda9ecafef39"
"Vehicle.Chassis.Accelerator","branch","","","","","","Accelerator signals","","","","3b2b562086a45eb29c55186f3b710621"
"Vehicle.Chassis.Accelerator.PedalPosition","sensor","uint8","","percent","0","100","Accelerator pedal position as percent. 0 = Not depressed. 100 = Fully depressed.","","","","2fabd8b61db45f62b4e97e7a612b4a73"
"Vehicle.Chassis.Brake","branch","","","","","","Brake system signals","","","","38df972e5c6b558e93839a5e97238c5a"
"Vehicle.Chassis.Brake.PedalPosition","sensor","uint8","","percent","0","100","Brake pedal position as percent. 0 = Not depressed. 100 = Fully depressed.","","","","0477d3a4a831564ea473976cf34374f2"
"Vehicle.Chassis.Brake.IsDriverEmergencyBrakingDetected","sensor","boolean","","","","","Indicates if emergency braking initiated by driver is detected. True = Emergency braking detected. False = Emergency braking not detected.","Detection of emergency braking can trigger Emergency Brake Assist (EBA) to engage.","","","0d462892aeac5062a62ee7d07306f6a6"
